open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2026-05-05 14:20:00,81041.99,81244.36,80939.87,81240.93,119.57663,2026-05-05 14:24:59.999,9696982.57593350,17753,68.20667000,5532858.22133130,0
2026-05-05 14:25:00,81240.92,81456.0,81239.29,81409.03,89.10946,2026-05-05 14:29:59.999,7248306.67723350,19731,67.33734000,5477343.73352570,0
2026-05-05 14:30:00,81409.03,81500.0,81358.0,81391.79,84.75175,2026-05-05 14:34:59.999,6901506.83922130,20274,50.40015000,4104409.68019670,0
2026-05-05 14:35:00,81391.78,81450.0,81156.27,81213.99,105.83621,2026-05-05 14:39:59.999,8605584.51606300,20162,45.44424000,3695965.61583080,0
2026-05-05 14:40:00,81213.99,81263.1,81127.8,81244.87,65.17835,2026-05-05 14:44:59.999,5294033.57917610,14589,41.52366000,3373045.29089900,0
2026-05-05 14:45:00,81244.88,81260.35,81128.0,81208.0,65.20358,2026-05-05 14:49:59.999,5294228.73242840,14409,32.86730000,2669008.16787610,0
2026-05-05 14:50:00,81208.0,81360.0,81174.0,81360.0,82.22106,2026-05-05 14:54:59.999,6680861.81689080,15048,50.05166000,4067429.96651070,0
2026-05-05 14:55:00,81359.99,81392.0,81306.68,81336.59,65.3442,2026-05-05 14:59:59.999,5315808.56834080,9054,42.64493000,3469300.51910590,0
2026-05-05 15:00:00,81336.59,81410.0,81235.0,81409.99,67.58822,2026-05-05 15:04:59.999,5495650.62648820,10795,39.00420000,3172283.32881150,0
2026-05-05 15:05:00,81410.0,81484.0,81354.99,81394.37,75.25293,2026-05-05 15:09:59.999,6127723.74518830,12661,45.03317000,3667411.40676590,0
2026-05-05 15:10:00,81394.37,81664.97,81375.36,81564.86,128.0649,2026-05-05 15:14:59.999,10441208.34326650,20477,97.21593000,7925920.62235050,0
2026-05-05 15:15:00,81564.85,81609.57,81526.75,81551.1,77.16603,2026-05-05 15:19:59.999,6294145.31718560,14116,50.39325000,4110414.96241260,0
2026-05-05 15:20:00,81551.1,81670.0,81518.86,81622.17,110.68728,2026-05-05 15:24:59.999,9031940.29212660,16125,74.57529000,6084996.41407730,0
2026-05-05 15:25:00,81622.18,81660.0,81531.94,81609.99,68.45167,2026-05-05 15:29:59.999,5584636.65892660,14216,36.97540000,3016753.08097100,0
2026-05-05 15:30:00,81610.0,81650.0,81547.88,81604.57,39.71126,2026-05-05 15:34:59.999,3240642.32357650,12190,17.34736000,1415683.51318050,0
2026-05-05 15:35:00,81604.57,81670.0,81586.6,81599.27,62.56547,2026-05-05 15:39:59.999,5107949.16776730,9743,38.16518000,3115937.59856720,0
2026-05-05 15:40:00,81599.28,81626.33,81569.14,81625.0,47.89309,2026-05-05 15:44:59.999,3907921.50128740,8203,23.51829000,1919111.14412540,0
2026-05-05 15:45:00,81625.0,81689.2,81596.13,81648.36,48.27268,2026-05-05 15:49:59.999,3941640.81815910,9866,29.49158000,2408141.34446270,0
2026-05-05 15:50:00,81648.37,81648.37,81527.86,81559.87,38.72351,2026-05-05 15:54:59.999,3159048.68070490,11452,7.28926000,594634.81237890,0
2026-05-05 15:55:00,81559.87,81579.48,81519.99,81525.19,134.66345,2026-05-05 15:59:59.999,10978590.18996420,7608,92.07851000,7506499.07257960,0
2026-05-05 16:00:00,81525.19,81584.93,81496.71,81573.26,48.61577,2026-05-05 16:04:59.999,3963749.12450440,11630,25.73681000,2098370.75986140,0
2026-05-05 16:05:00,81572.61,81615.33,81484.0,81484.01,35.76441,2026-05-05 16:09:59.999,2916787.88682410,9229,8.13031000,663151.56113580,0
2026-05-05 16:10:00,81484.01,81520.0,81429.85,81449.23,51.06325,2026-05-05 16:14:59.999,4160531.51585510,9987,21.45579000,1748213.29963020,0
2026-05-05 16:15:00,81449.24,81500.0,81416.34,81485.73,30.41599,2026-05-05 16:19:59.999,2477343.92945280,6895,15.69732000,1278481.89958460,0
2026-05-05 16:20:00,81485.73,81552.31,81416.34,81468.02,21.65887,2026-05-05 16:24:59.999,1764926.15870990,9613,9.77549000,796598.38351020,0
2026-05-05 16:25:00,81467.83,81467.83,81334.98,81419.99,26.39998,2026-05-05 16:29:59.999,2148842.94551080,9898,7.44813000,606317.85482210,0
2026-05-05 16:30:00,81420.0,81420.0,81250.0,81257.87,53.49462,2026-05-05 16:34:59.999,4350099.65141810,12577,19.20597000,1561526.09041550,0
2026-05-05 16:35:00,81257.88,81293.77,81073.6,81134.0,202.62158,2026-05-05 16:39:59.999,16441084.31611230,19689,44.73303000,3630129.91392630,0
2026-05-05 16:40:00,81133.99,81150.0,81052.5,81075.79,93.88724,2026-05-05 16:44:59.999,7612666.32021970,13545,33.71505000,2733767.63754360,0
2026-05-05 16:45:00,81075.8,81196.65,81050.04,81180.0,62.42713,2026-05-05 16:49:59.999,5063663.76352920,7485,27.61988000,2241258.48458460,0
